label,text
Crohn'S Disease,diarrhea containing blood and cramping in the stomach and extreme fatigue.
Covid-19,high temperature with body aches dry cough and loss of taste and smell
Ulcerative Colitis,"bloody diarrhea occurring frequently, stomach cramps, and sudden urge to pass stool."
Anxiety Disorder,i have restlessness trembling and feeling on edge constantly
Sinusitis,facial pain around my nose and a bad taste in my mouth. and cheeks and congested
Pneumonia,cough with thick mucus and high fever chest pain
Appendicitis,"for the past few days, i have abdominal tenderness fever and pain worse when walking"
Ear Infection,earache and some hearing loss. and feeling of fullness in the ear
Gastritis,i have more information is provided in the niddk health topic
Gastritis,upper belly discomfort with acid reflux and bloating
Chickenpox,red bumpy rash that becomes blisters with severe itching
Anxiety Disorder,symptoms include racing thoughts panic attacks and feeling overwhelmed
Crohn'S Disease,"i have abdominal cramping, frequent trips to the bathroom, and losing weight quickly."
Kidney Stones,"the most severe, sharp pain in my side/back radiating down to my groin. urine is pink."
Strep Throat,sore throat with high temperature body aches and no cough
Gastroenteritis,"i have food poisoning symptoms: vomiting, stomach cramps, and loose stools."
Celiac Disease,"abdominal pains, weight loss, and anemia. eating bread makes me feel very sick."
Hyperthyroidism,"fast heartbeat, feeling very hot all the time, completely restless and jittery."
Alzheimer'S Disease,"severe memory loss, getting lost in familiar places, and repeating questions."
Depression,i am experiencing including sex  - frequent crying  - difficulty focusing
Dengue Fever,i am experiencing the frequency may also be listed as a fraction
Anemia,exhaustion pallor and poor exercise tolerance
Irritable Bowel Syndrome,ibs acting up: cramping and urgent need to go to the bathroom.
Sinusitis,i have postnasal drip thick nasal discharge and facial tenderness
Kidney Stones,i am experiencing intense pain in lower back with difficulty urinating
Gout,"i have my big toe is incredibly swollen, red, hot, and the pain is excruciating if anything touches it."
Asthma,"symptoms include chest tightness, wheezing, and coughing fits mostly at night."
Ear Infection,"symptoms include intense pain inside the ear canal, fever, and difficulty hearing clearly."
Irritable Bowel Syndrome,symptoms include i have stomach cramps bloating and my bowels are very irregular
Tuberculosis,"for the past few days, i have gradual weight loss night sweats and persistent cough"
Urinary Tract Infection,i have click the brackets in the lower right-hand corner
Typhoid,i have persistent fever headache and abdominal discomfort
Pneumonia,"for the past few days, i have people who have pneumonia can be successfully treated and not have complications"
Psoriasis,"for the past few days, i have red skin skin inflammation silvery scales itching pain"
Gastritis,i have a burning pain in my stomach especially after meals
Anxiety Disorder,symptoms include worry that interferes with daily life and causes insomnia
Anxiety Disorder,panic episodes with shortness of breath and chest tightness
Parkinson'S Disease,muscle rigidity and impaired balance or posture. and slowed movement
Parkinson'S Disease,i have activities once performed quickly and easily
Scabies,symptoms include itchy rash between fingers and on wrists with tiny bumps
Conjunctivitis,stuck together in the morning with discharge and both eyes are red
Pneumonia,"high fever, chills, and i'm coughing up rust-colored phlegm. breathing hurts my chest."
Hypertension,i have fatigue dizziness and pounding in chest or head
Sinusitis,symptoms include sinus headache with pressure and thick colored nasal drainage
Lyme Disease,"joint pain, fever, and a red rash with a clear center after walking in the woods."
Ear Infection,sharp piercing pain in my right ear and especially when lying down. muffled hearing.
Dengue Fever,i am experiencing fever with bleeding nose muscle aches and bone pain
Chickenpox,limbs with fever and rash starting on trunk spreading to face
Sinusitis,i am experiencing headache around eyes and cheeks with stuffy nose and mucus
Gout,i woke up with my big toe extremely swollen red and painful
Tonsillitis,fever and sore throat difficulty swallowing swollen tonsils
Hypothyroidism,i am experiencing so people with high cholesterol should be tested for hypothyroidism
Parkinson'S Disease,"for the past few days, i have or a resistance to movement"
Strep Throat,"swollen lymph nodes, very red tonsils, high fever, and sudden sore throat."
Anemia,extreme tiredness weakness and pale complexion
Hypertension,"for the past few days, i have whenever you have an appointment with the health care provider"
Anemia,"for the past few days, i have with some types of anemia"
Lyme Disease,"i have got bitten by a tick, now i have severe fatigue, joint aches, and a circular red rash."
Hypertension,my doctor says my blood pressure is very high. i sometimes get dizzy and have headaches.
Allergic Rhinitis,clear nasal drip. and dust triggers my allergies: non-stop sneezing
Gout,swelling in affected area and acute joint pain with warmth
Allergic Rhinitis,sneezing itchy eyes runny nose and nasal irritation
Influenza,i have been having high fever with body aches and chills since yesterday
Irritable Bowel Syndrome,"i am experiencing constant cramping, gas, and alternating between diarrhea and constipation."
Covid-19,anosmia and ageusia along with fatigue and a slight high temperature.
Conjunctivitis,symptoms include inflamed eyes with crusting and blurred vision
Asthma,i have a medical history (including type and frequency of symptoms)
Influenza,"started suddenly: fever, chills, aching joints, and profound fatigue."
Migraine,pounding head pain that gets worse with light and movement
Hyperthyroidism,my heart is always racing and i'm losing weight rapidly despite eating a lot and sweating.
Appendicitis,i have sudden abdominal pain that gets worse with movement
Anxiety Disorder,symptoms include worry that interferes with daily life and causes insomnia
Strep Throat,"throat feels like swallowing glass, fever, and swollen neck glands. no cough though."
Urinary Tract Infection,i have but not feel any symptoms
Stroke,my words are slurred and i suddenly can't speak properly and i can't lift my arm.
Strep Throat,sudden onset throat pain swollen neck glands and head pain
Eczema,red. and chronic dry flaky skin that is inflamed
Asthma,symptoms include and the second number is the total number of people who were examined in one study
Gout,redness and tenderness in the joint of the big toe. and sudden severe attack of pain
Allergic Rhinitis,i am experiencing sneezing itchy eyes runny nose and nasal irritation
Asthma,i have exercise-induced breathlessness and whistling sound when i exhale.
Tuberculosis,"i am experiencing chronic cough, chest pain, fever, and drenching night sweats."
Alzheimer'S Disease,"confusion about time and place, forgetting recent conversations completely."
Hyperthyroidism,"bulging eyes, rapid weight loss, heat intolerance, and nervousness."
Parkinson'S Disease,symptoms include they also may have trouble initiating or continuing movement
Tuberculosis,i am experiencing coughing up blood with prolonged fever and wasting
Migraine,severe head pain nausea light sensitivity and throbbing pain
Dengue Fever,"for the past few days, i have the fractions may be different if another group of patients are examined"
Ear Infection,"for the past few days, i have earache, feeling of fullness in the ear, and some hearing loss."
Conjunctivitis,i have both eyes are red and stuck together in the morning with discharge
Eczema,dry skin patches that worsen in cold weather with itching
Vertigo,symptoms include recurrent episodes of rotational dizziness with hearing changes
Pcos,infrequent periods and noticeable hair growth on my face. and struggling to lose weight
Anxiety Disorder,i have constant worrying muscle tension and difficulty sleeping
Kidney Stones,i am experiencing intense pain in lower back with difficulty urinating
